id,split,question,answer,has_options
train_1147,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_1148,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_1149,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_1150,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_1151,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_1152,train,How is cancer treated?,"ibuprofen, vaccination",True
train_1153,train,How is pneumonia treated?,"aspirin, chemotherapy",True
train_1154,train,What are the symptoms of hypertension?,"fever, shortness_of_breath, fatigue",True
train_1155,train,What are the symptoms of influenza?,"joint_pain, fatigue, pain",True
train_1156,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_1157,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_1158,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_1159,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1160,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_1161,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_1162,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_1163,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_1164,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_1165,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_1166,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1167,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1168,train,What are the symptoms of cancer?,"fatigue, joint_pain, headache",True
train_1169,train,What are the symptoms of hypertension?,"fever, nausea, headache",True
train_1170,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_1171,train,How is stroke treated?,"ibuprofen, vaccination",True
train_1172,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1173,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_1174,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_1175,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_1176,train,How is cancer treated?,"antivirals, radiation",True
train_1177,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_1178,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1179,train,What are the symptoms of asthma?,"joint_pain, chest_pain, dizziness",True
train_1180,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_1181,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_1182,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_1183,train,What are the symptoms of hypertension?,"pain, joint_pain, fatigue",True
train_1184,train,What are the symptoms of asthma?,"cough, nausea, fatigue",True
train_1185,train,How is arthritis treated?,"radiation, antivirals",True
train_1186,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_1187,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_1188,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_1189,train,What are the symptoms of influenza?,"headache, nausea, pain",True
train_1190,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_1191,train,How is hypertension treated?,"vaccination, radiation",True
train_1192,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_1193,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1194,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_1195,train,How is arthritis treated?,"aspirin, chemotherapy",True
train_1196,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1197,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1198,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1199,train,What are the symptoms of arthritis?,"shortness_of_breath, cough, nausea",True
train_1200,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_1201,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1202,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1203,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_1204,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_1205,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_1206,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_1207,train,What are the symptoms of asthma?,"pain, shortness_of_breath, headache",True
train_1208,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1209,train,What are the symptoms of diabetes?,"pain, fever, dizziness",True
train_1210,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_1211,train,How is stroke treated?,"vaccination, antibiotics",True
train_1212,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_1213,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_1214,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_1215,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_1216,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_1217,train,How is asthma treated?,"aspirin, ibuprofen",True
train_1218,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_1219,train,What are the symptoms of migraine?,"joint_pain, headache, dizziness",True
train_1220,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_1221,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_1222,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_1223,train,What are the symptoms of migraine?,"dizziness, nausea, cough",True
